"SENDUNIT","RECVUNIT","CONTENTS","REASON","PUB_TIME","START_TIME","END_TIME"
"北京区管","上海","限制上海方向银川落地出FYG 20分钟一架(备注：转西安)","军事活动","201810180854 ","201810180854 ","201810181640 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 20分钟一架(备注：转西安，ZW开头)","军事活动","201810180937 ","201810180937 ","201810181220 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 15分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟4架,最小间隔8分钟","航班时刻","201810180645 ","201810181000 ","201810181300 "
"北京区管","上海","限制上海方向西宁,兰州落地出FYG 15分钟一架(备注：转西安)","军事活动","201810180937 ","201810181000 ","201810181300 "
"北京区管","上海","限制上海方向北京落地出P181只用S0840","军事活动","201810181053 ","201810181100 ","201810181810 "
"北京区管","上海","限制上海方向北京落地出UDINO只用S0920","军事活动","201810181053 ","201810181100 ","201810181810 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 20分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟3架,最小间隔10分钟","军事活动","201810180645 ","201810181300 ","201810181500 "
"北京区管","上海","限制上海方向出FYG S1010禁用","军事活动","201810181313 ","201810181340 ","201810181420 "
"北京区管","上海","限制上海方向北京落地出UDINO使用S1040含以上 40公里一架","军事活动","201810181808 ","201810181808 ","201810190200 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 30分钟一架(备注：转西安)","航班时刻","201810181916 ","201810182010 ","201810182110 "
"北京区管","上海","限制上海方向北京落地出UDINO 100公里一架(备注：总量45架)","机场原因","201810181844 ","201810182200 ","201810182359 "
"北京区管","上海","限制上海方向北京落地出P181 20分钟一架(备注：总量45架)","机场原因","201810181844 ","201810182200 ","201810182359 "
"北京区管","上海","限制上海方向北京落地出UDINO 60公里一架","航班时刻","201810182220 ","201810190001 ","201810190100 "
"北京区管","上海","限制上海方向北京落地出P181 100公里一架","航班时刻","201810182220 ","201810190001 ","201810190100 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810181900 ","201810190700 ","201810200200 "
"北京区管","上海","限制上海方向南苑,天津,石家庄落地 S0780含以下(备注：常规)","军事活动","201810181900 ","201810190700 ","201810200200 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810181953 ","201810190700 ","201810200200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810181900 ","201810190700 ","201810200200 "
"北京区管","上海","限制上海方向银川落地出FYG 10分钟一架(备注：转西安)","军事活动","201810190747 ","201810190747 ","201810191530 "
"北京区管","上海","限制上海方向大同,呼和浩特落地出FYG只用S0920(备注：常规 杭州0800前起飞不限)","航班时刻","201810181806 ","201810190800 ","201810192300 "
"北京区管","上海","限制上海方向五台山,临汾,运城,太原,石家庄,吕梁落地出FYG S0780含以下(备注：常规 杭州0800前起飞不限)","航班时刻","201810181806 ","201810190800 ","201810192300 "
"北京区管","上海","限制上海方向十堰,襄樊落地出FYG S0780含以下(备注：常规)","航班时刻","201810181806 ","201810190800 ","201810192300 "
"北京区管","上海","限制上海方向北京落地出UDINO A593航路使用S0920 40公里一架","军事活动","201810190746 ","201810190800 ","201810191500 "
"北京区管","上海","限制上海方向北京落地出UDINO A593航路只用S0920","军事活动","201810190812 ","201810190815 ","201810191035 "
"北京区管","上海","限制上海方向出UDINO S1040含以上,北京、南苑、天津落地不受限(备注：或092)","军事活动","201810190815 ","201810190815 ","201810191035 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980,S0840,北京、南苑、天津落地不受限","军事活动","201810190815 ","201810190815 ","201810191035 "
"北京区管","上海","限制上海方向北京落地出P181 H104航路只用S0840","军事活动","201810190812 ","201810190815 ","201810191035 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 15分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟4架,最小间隔8分钟","航班时刻","201810190646 ","201810191000 ","201810191300 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 20分钟一架(备注：转西安)","航班时刻","201810191022 ","201810191020 ","201810191220 "
"北京区管","上海","限制上海方向北京落地出UDINO A593航路使用S0920含以上 40公里一架","军事活动","201810191036 ","201810191036 ","201810200200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 20分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟3架,最小间隔10分钟","航班时刻","201810190646 ","201810191300 ","201810191500 "
"北京区管","上海","限制上海方向西安落地出FYG 6分钟一架(备注：转郑州 高低合算)","军事活动","201810191043 ","201810191400 ","201810192030 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 30分钟一架(备注：转西安)","军事活动","201810191854 ","201810191910 ","201810192140 "
"北京区管","上海","限制上海方向北京落地出UDINO 100公里一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810192358 "
"北京区管","上海","限制上海方向北京落地出P181 20分钟一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810192358 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810191953 ","201810200700 ","201810210200 "
"北京区管","上海","限制上海方向南苑,天津,石家庄落地 S0780含以下(备注：常规)","军事活动","201810191900 ","201810200700 ","201810210200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810191900 ","201810200700 ","201810210200 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810191900 ","201810200700 ","201810210200 "
"北京区管","上海","限制上海方向五台山,临汾,运城,太原,石家庄,吕梁落地出FYG S0780含以下(备注：常规 杭州0800前起飞不限)","航班时刻","201810191806 ","201810200800 ","201810202300 "
"北京区管","上海","限制上海方向大同,呼和浩特落地出FYG只用S0920(备注：常规 杭州0800前起飞不限)","航班时刻","201810191806 ","201810200800 ","201810202300 "
"北京区管","上海","限制上海方向十堰,襄樊落地出FYG S0780含以下(备注：常规)","航班时刻","201810191806 ","201810200800 ","201810202300 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 15分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟4架,最小间隔8分钟","航班时刻","201810200635 ","201810201000 ","201810201300 "
"北京区管","上海","限制上海方向西宁,兰州落地出FYG 10分钟一架(备注：转西安)","航班时刻","201810201021 ","201810201024 ","201810201029 "
"北京区管","上海","限制上海方向哈密,乌鲁木齐落地出FYG 15分钟一架(备注：转西安，ZW开头航班)","军事活动","201810201021 ","201810201024 ","201810201220 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 20分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟3架,最小间隔10分钟","航班时刻","201810200635 ","201810201300 ","201810201500 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 30分钟一架(备注：转西安)","航班时刻","201810201850 ","201810202020 ","201810202150 "
"北京区管","上海","限制上海方向北京落地出P181 20分钟一架(备注：总量45架)","机场原因","201810201833 ","201810202200 ","201810210001 "
"北京区管","上海","限制上海方向北京落地出UDINO 100公里一架(备注：总量45架)","机场原因","201810201833 ","201810202200 ","201810210001 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810201900 ","201810210700 ","201810220200 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810201900 ","201810210700 ","201810220200 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810201953 ","201810210700 ","201810220200 "
"北京区管","上海","限制上海方向南苑,天津,石家庄落地 S0780含以下(备注：常规)","军事活动","201810201900 ","201810210700 ","201810220200 "
"北京区管","上海","限制上海方向五台山,临汾,运城,太原,石家庄,吕梁落地出FYG S0780含以下(备注：常规 杭州0800前起飞不限)","航班时刻","201810201806 ","201810210800 ","201810212300 "
"北京区管","上海","限制上海方向十堰,襄樊落地出FYG S0780含以下(备注：常规)","航班时刻","201810201806 ","201810210800 ","201810212300 "
"北京区管","上海","限制上海方向大同,呼和浩特落地出FYG只用S0920(备注：常规 杭州0800前起飞不限)","航班时刻","201810201806 ","201810210800 ","201810212300 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 15分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟4架,最小间隔8分钟","航班时刻","201810210644 ","201810211000 ","201810211300 "
"北京区管","上海","限制上海方向敦煌,嘉峪关,库尔勒,喀什,乌鲁木齐落地出FYG 10分钟一架(备注：转西安 ZW开头)","天气原因","201810211026 ","201810211026 ","201810211210 "
"北京区管","上海","限制上海方向兰州落地出FYG 100公里一架(备注：转西安)","天气原因","201810211026 ","201810211026 ","201810211250 "
"北京区管","上海","限制上海方向西宁落地出FYG 100公里一架(备注：转西安)","天气原因","201810211026 ","201810211026 ","201810211250 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 20分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟3架,最小间隔10分钟","航班时刻","201810210644 ","201810211300 ","201810211500 "
"北京区管","上海","限制上海方向北京落地出UDINO A593航路使用S1040含以上 40公里一架","航班时刻","201810201746 ","201810211746 ","201810212358 "
"北京区管","上海","限制上海方向出UDINO A593航路使用S1040含以上 40公里一架","航班时刻","201810201746 ","201810211746 ","201810212358 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 25分钟一架(备注：转西安)","航班时刻","201810211905 ","201810212010 ","201810212140 "
"北京区管","上海","限制上海方向西安落地出FYG 15分钟一架(备注：转西安，高低合算)","天气原因","201810221927 ","201810212120 ","201810220632 "
"北京区管","上海","限制上海方向虹桥,浦东起飞北京落地出UDINO 100公里一架(备注：总量45架)","机场原因","201810211822 ","201810212200 ","201810212359 "
"北京区管","上海","限制上海方向北京落地出UDINO 100公里一架(备注：总量45架)","机场原因","201810211822 ","201810212200 ","201810212359 "
"北京区管","上海","限制上海方向北京落地出UDINO 100公里一架,浦东、虹桥起飞不受限(备注：总量45架)","机场原因","201810211822 ","201810212200 ","201810212359 "
"北京区管","上海","限制上海方向北京落地出P181 20分钟一架(备注：总量45架)","机场原因","201810211822 ","201810212200 ","201810212359 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810231953 ","201810220700 ","201810230200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810211900 ","201810220700 ","201810230200 "
"北京区管","上海","限制上海方向南苑,天津,石家庄落地 S0780含以下(备注：常规)","军事活动","201810211900 ","201810220700 ","201810230200 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下(备注：常规)","军事活动","201810211953 ","201810220700 ","201810230200 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810211900 ","201810220700 ","201810230200 "
"北京区管","上海","限制上海方向五台山,临汾,运城,太原,石家庄,吕梁落地出FYG S0780含以下(备注：常规 杭州0800前起飞不限)","航班时刻","201810211806 ","201810220800 ","201810222300 "
"北京区管","上海","限制上海方向大同,呼和浩特落地出FYG只用S0920(备注：常规 杭州0800前起飞不限)","航班时刻","201810211806 ","201810220800 ","201810222300 "
"北京区管","上海","限制上海方向十堰,襄樊落地出FYG S0780含以下(备注：常规)","航班时刻","201810211806 ","201810220800 ","201810222300 "
"北京区管","上海","限制上海方向银川落地出FYG 15分钟一架(备注：转西安)","军事活动","201810220801 ","201810220801 ","201810221700 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 15分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟4架,最小间隔8分钟","航班时刻","201810220707 ","201810221000 ","201810221300 "
"北京区管","上海","限制上海方向伊宁,乌鲁木齐,吐鲁番,喀什,克拉玛依,库尔勒,哈密,阿克苏落地出FYG 20分钟一架(备注：转西安 ZW机场)","航班时刻","201810221025 ","201810221025 ","201810221200 "
"北京区管","上海","限制上海方向北京落地出UDINO A593航路 S0920含以上 40公里一架","军事活动","201810221149 ","201810221149 ","201810222100 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0840含以上 20分钟一架,北京、石家庄、天津、南苑落地不受限 60分钟3架,最小间隔10分钟","航班时刻","201810220707 ","201810221300 ","201810221500 "
"北京区管","上海","限制上海方向乌鲁木齐落地出FYG 30分钟一架(备注：转西安)","航班时刻","201810221954 ","201810222030 ","201810222200 "
"北京区管","上海","限制上海方向北京落地出UDINO S0920含以下","天气原因","201810222100 ","201810222100 ","201810230200 "
"北京区管","上海","限制上海方向北京落地出UDINO 100公里一架(备注：总量45架)","机场原因","201810221815 ","201810222200 ","201810230200 "
"北京区管","上海","限制上海方向北京落地出P181 20分钟一架(备注：总量45架)","机场原因","201810221815 ","201810222200 ","201810230200 "
"北京区管","上海","限制上海方向南苑,天津,石家庄落地 S0780含以下(备注：常规)","军事活动","201810221900 ","201810230700 ","201810240200 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0980禁用(备注：常规)","军事活动","201810231110 ","201810230700 ","201810240200 "
"北京区管","上海","限制上海方向出P181 H104航路只用S0980(备注：常规)","军事活动","201810221900 ","201810230700 ","201810240200 "
"北京区管","上海","限制上海方向西安落地出FYG S0780含以下","军事活动","201810232304 ","201810230730 ","201810230817 "
"北京区管","上海","限制上海方向出FYG西安区域 S0920禁用","军事活动","201810232304 ","201810230730 ","201810230816 "
"北京区管","上海","限制上海方向十堰,襄樊落地出FYG S0780含以下(备注：常规)","航班时刻","201810221806 ","201810230800 ","201810232300 "
"北京区管","上海","限制上海方向大同,呼和浩特落地出FYG只用S0920(备注：常规 杭州0800前起飞不限)","航班时刻","201810221806 ","201810230800 ","201810232300 "
"北京区管","上海","限制上海方向五台山,临汾,运城,太原,石家庄,吕梁落地出FYG S0780含以下(备注：常规 杭州0800前起飞不限)","航班时刻","201810221806 ","201810230800 ","201810232300 "
"北京区管","上海","限制上海方向出UDINO A593航路 S0920禁用","军事活动","201810230813 ","201810230900 ","201810230922 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810161929 ","201810170730 ","201810172130 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810161920 ","201810170730 ","201810172330 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地出P07 S0420含以下(备注：北戴河三女河落地及飞越京区域只用7800M)","军事活动","201810171051 ","201810171100 ","201810171555 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地出P07 S0420含以下(备注：北戴河三女河落地及飞越京区域只用7800M)","军事活动","201810171610 ","201810171610 ","201810171650 "
"北京区管","青岛","限制青岛方向北京落地出P07 30分钟一架(备注：总量45架)","机场原因","201810171825 ","201810172200 ","201810172358 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810171920 ","201810180730 ","201810182330 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810171929 ","201810180730 ","201810182130 "
"北京区管","青岛","限制青岛方向出P07只用S0780,北京、南苑、天津落地不受限(备注：飞越京区域，包括北戴河和三女河)","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","青岛","限制青岛方向出P07只用S0780(备注：包括北戴河和三女河)","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","青岛","限制青岛方向北京,南苑,天津落地出P07只用S0420","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地只用S0420","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地出P07只用S0420","军事活动","201810180736 ","201810180736 ","201810181030 "
"北京区管","青岛","限制青岛方向北京,南苑,天津落地出P07只用S0480 10分钟一架","军事活动","201810180948 ","201810181000 ","201810181130 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地出P07只用S0480","军事活动","201810180736 ","201810181030 ","201810181130 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地出P07只用S0420","军事活动","201810180736 ","201810181130 ","201810181700 "
"北京区管","青岛","限制青岛方向北京落地出P07 30分钟一架(备注：总量45架)","机场原因","201810181844 ","201810182200 ","201810182359 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810181929 ","201810190730 ","201810192130 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810181920 ","201810190730 ","201810192330 "
"北京区管","青岛","限制青岛方向出P07只用S0780,北京、南苑、天津落地不受限(备注：飞越京区域)","军事活动","201810190751 ","201810190800 ","201810191359 "
"北京区管","青岛","限制青岛方向天津,唐山,南苑,北京落地出P07只用S0420(备注：北戴河)","军事活动","201810190751 ","201810190800 ","201810191359 "
"北京区管","青岛","限制青岛方向天津落地出P07 30分钟一架","军事活动","201810191117 ","201810191120 ","201810191240 "
"北京区管","青岛","限制青岛方向北京落地出P07 30分钟一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810192358 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810191929 ","201810200730 ","201810202130 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810191920 ","201810200730 ","201810202330 "
"北京区管","青岛","限制青岛方向天津落地出P07 15分钟一架","军事活动","201810200730 ","201810200740 ","201810201708 "
"北京区管","青岛","限制青岛方向天津,唐山,南苑,北京落地出P07只用S0420(备注：北戴河 北京不含以远只用78)","军事活动","201810200730 ","201810200740 ","201810201708 "
"北京区管","青岛","限制青岛方向北京落地出P07 30分钟一架(备注：总量45架)","机场原因","201810201833 ","201810202200 ","201810210001 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810201929 ","201810210730 ","201810212130 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810201920 ","201810210730 ","201810212330 "
"北京区管","青岛","限制青岛方向北京落地出P07 30分钟一架(备注：总量45架)","机场原因","201810211822 ","201810212200 ","201810212359 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810211929 ","201810220730 ","201810222130 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810211920 ","201810220730 ","201810222330 "
"北京区管","青岛","限制青岛方向天津,南苑,北京落地出P07只用S0420(备注：其他用078)","军事活动","201810220724 ","201810220815 ","201810221708 "
"北京区管","青岛","限制青岛方向南苑,天津落地出P07只用S0420(备注：其他用078)","军事活动","201810220724 ","201810220815 ","201810221700 "
"北京区管","青岛","限制青岛方向北京落地出P07 30分钟一架(备注：总量45架)","机场原因","201810221815 ","201810222200 ","201810230200 "
"北京区管","青岛","限制青岛方向出REPOL S0920含以下(备注：湖北省落地 常规)","航班时刻","201810221920 ","201810230730 ","201810232330 "
"北京区管","青岛","限制青岛方向南苑,天津,唐山落地出P07只用S0600(备注：北戴河 航路结构 常规 北京不含以远只用78)","其他","201810221929 ","201810230730 ","201810232130 "
"北京区管","青岛","限制青岛方向天津落地出P07 10分钟一架","军事活动","201810230810 ","201810230830 ","201810231426 "
"北京区管","大连","限制大连方向天津落地出ANRAT S0720含以下(备注：常规三段)","航班时刻","201810161900 ","201810170800 ","201810171800 "
"北京区管","大连","限制大连方向北京落地出ANRAT S0920含以下(备注：常规三段)","航班时刻","201810161925 ","201810170800 ","201810171800 "
"北京区管","大连","限制大连方向出ANRAT 9分钟一架,北京、石家庄、天津、太原、西安、重庆、成都落地不受限 60分钟7架,最小间隔50公里","航班时刻","201810170642 ","201810171030 ","201810171330 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、南苑、天津落地不受限(备注：改走A326航班如果能满足ANRAT前上升至8400M改飞NONAK则不受20分钟限制)","军事活动","201810171051 ","201810171100 ","201810171600 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、石家庄、天津、太原、西安、重庆、成都落地不受限(备注：改走A326航班如果能满足ANRAT前上升至8400M改飞NOKAK则不受20分钟限制)","军事活动","201810171051 ","201810171100 ","201810171700 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、南苑、天津、西安、重庆、成都落地不受限(备注：改走A326航班如果能满足ANRAT前上升至8400M改飞NONAK则不受20分钟限制)","军事活动","201810171051 ","201810171100 ","201810171700 "
"北京区管","大连","限制大连方向天津,南苑,北京落地出ANRAT S0720含以下(备注：改走A326航路，不飞NOKAK10分钟一架，大连本场单算30分钟一架，大连本场起飞飞越京区域20分钟)","军事活动","201810171051 ","201810171100 ","201810171600 "
"北京区管","大连","限制大连方向出ANRAT京区域 10分钟一架,北京、石家庄、天津、太原、西安、重庆、成都落地不受限 60分钟6架,最小间隔5分钟","航班时刻","201810170642 ","201810171330 ","201810171650 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、南苑、天津落地不受限(备注：改走A326航班如果能满足ANRAT前上升至8400M改飞NONAK则不受20分钟限制)","军事活动","201810171609 ","201810171610 ","201810171650 "
"北京区管","大连","限制大连方向天津,南苑,北京落地出ANRAT S0720含以下(备注：改走A326航路，不飞NOKAK10分钟一架，大连本场单算30分钟一架，大连本场起飞飞越京区域20分钟)","军事活动","201810171610 ","201810171610 ","201810171650 "
"北京区管","大连","限制大连方向北京落地出ANRAT 20分钟一架(备注：总量45架)","机场原因","201810171825 ","201810172200 ","201810172358 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、南苑、天津落地不受限(备注：飞越京区域)","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","大连","限制大连方向北京,南苑,天津落地出ANRAT只用S0720 10分钟一架","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","大连","限制大连方向大连起飞北京,南苑,天津落地出ANRAT只用S0720 30分钟一架","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","大连","限制大连方向天津,南苑,北京落地出ANRAT只用S0720 10分钟一架,大连起飞不受限","军事活动","201810180736 ","201810180736 ","201810181700 "
"北京区管","大连","限制大连方向天津落地出ANRAT S0720含以下(备注：常规三段)","航班时刻","201810171900 ","201810180800 ","201810181800 "
"北京区管","大连","限制大连方向北京落地出ANRAT S0920含以下(备注：常规三段)","航班时刻","201810171925 ","201810180800 ","201810181800 "
"北京区管","大连","限制大连方向出ANRAT京区域 9分钟一架,北京、石家庄、天津、太原、西安、重庆、成都落地不受限 60分钟7架,最小间隔50公里","航班时刻","201810180645 ","201810181030 ","201810181330 "
"北京区管","大连","限制大连方向出ANRAT京区域 10分钟一架,北京、石家庄、天津、太原、西安、重庆、成都落地不受限 60分钟6架,最小间隔5分钟","航班时刻","201810180645 ","201810181330 ","201810181730 "
"北京区管","大连","限制大连方向北京落地出ANRAT 20分钟一架(备注：总量45架)","机场原因","201810181844 ","201810182200 ","201810182359 "
"北京区管","大连","限制大连方向天津落地出ANRAT S0720含以下(备注：常规三段)","航班时刻","201810181900 ","201810190800 ","201810191800 "
"北京区管","大连","限制大连方向北京落地出ANRAT S0920含以下(备注：常规三段)","航班时刻","201810181925 ","201810190800 ","201810191800 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、石家庄、天津落地不受限(备注：飞越京区域)","军事活动","201810190749 ","201810190800 ","201810191354 "
"北京区管","大连","限制大连方向天津,唐山,南苑,北京落地出ANRAT只用S0720 10分钟一架,大连起飞不受限(备注：北戴河)","军事活动","201810190747 ","201810190800 ","201810191310 "
"北京区管","大连","限制大连方向大连起飞天津,唐山,南苑,北京落地出ANRAT只用S0720 30分钟一架(备注：北戴河)","军事活动","201810190747 ","201810190800 ","201810191310 "
"北京区管","大连","限制大连方向出ANRAT 9分钟一架,北京、石家庄、天津、太原、西安、重庆、成都落地不受限 60分钟7架,最小间隔50公里","航班时刻","201810190644 ","201810191030 ","201810191330 "
"北京区管","大连","限制大连方向天津,南苑,北京落地出ANRAT只用S0600,S0540","军事活动","201810191243 ","201810191310 ","201810191354 "
"北京区管","大连","限制大连方向出ANRAT京区域 10分钟一架,北京、石家庄、天津、太原、西安、重庆、成都落地不受限 60分钟6架,最小间隔5分钟","航班时刻","201810190644 ","201810191330 ","201810191730 "
"北京区管","大连","限制大连方向北京落地出ANRAT 20分钟一架(备注：总量45架)","机场原因","201810191823 ","201810192200 ","201810192358 "
"北京区管","大连","限制大连方向北京落地出ANRAT只用S0720","军事活动","201810200735 ","201810200740 ","201810201700 "
"北京区管","大连","限制大连方向北京,南苑,天津落地出ANRAT只用S0600 10分钟一架(备注：大连起飞单算30/架)","军事活动","201810200735 ","201810200740 ","201810201700 "
"北京区管","大连","限制大连方向天津,南苑,北京落地出ANRAT 10分钟一架(备注：大连起飞单算30/架)","军事活动","201810200735 ","201810200740 ","201810201708 "
"北京区管","大连","限制大连方向南苑,天津落地出ANRAT只用S0600","军事活动","201810200735 ","201810200740 ","201810201700 "
"北京区管","大连","限制大连方向出ANRAT S0840含以上,北京、山海关、南苑、唐山、天津落地不受限(备注：飞越北京区域)","军事活动","201810200739 ","201810200740 ","201810201700 "
"北京区管","大连","限制大连方向天津落地出ANRAT S0720含以下(备注：常规三段 0800-1100、1330-1500、1630-1800)","航班时刻","201810191900 ","201810200800 ","201810201800 "
"北京区管","大连","限制大连方向北京落地出ANRAT S0920含以下(备注：常规三段 0800-1100、1330-1500、1630-1800)","航班时刻","201810191925 ","201810200800 ","201810201800 "
